,Date,year,month,day,Site,Compound,Source,Location,Result,Units,MCL,Timing
35127,2/26/2019,2019,2,26,FFIC-Jones Basin,Malathion,Ground Water,Upper Valley,0,ug/L,,Pre
35128,2/26/2019,2019,2,26,FFIC-Jones Basin,"2,2'4,4'-Tetrachlorobiphenyl",Ground Water,Upper Valley,0,ug/L,,Pre
35129,2/26/2019,2019,2,26,FFIC-Jones Basin,Aldrin,Ground Water,Upper Valley,0,ug/L,,Pre
35130,2/26/2019,2019,2,26,FFIC-Jones Basin,Metolachlor,Ground Water,Upper Valley,0,ug/L,,Pre
35131,2/26/2019,2019,2,26,FFIC-Jones Basin,Cyanazine,Ground Water,Upper Valley,0,ug/L,,Pre
35132,2/26/2019,2019,2,26,FFIC-Jones Basin,Chloropyrifos (Dursban),Ground Water,Upper Valley,0,ug/L,,Pre
35133,2/26/2019,2019,2,26,FFIC-Jones Basin,Triadimefon,Ground Water,Upper Valley,0,ug/L,,Pre
35134,2/26/2019,2019,2,26,FFIC-Jones Basin,DCPA,Ground Water,Upper Valley,0,ug/L,,Pre
35135,2/26/2019,2019,2,26,FFIC-Jones Basin,MGK-264,Ground Water,Upper Valley,0,ug/L,,Pre
35136,2/26/2019,2019,2,26,FFIC-Jones Basin,Diphenamid,Ground Water,Upper Valley,0,ug/L,,Pre
35137,2/26/2019,2019,2,26,FFIC-Jones Basin,Heptachlor epoxi,Ground Water,Upper Valley,0,ug/L,,Pre
35138,2/26/2019,2019,2,26,FFIC-Jones Basin,"2,2',3'4,6-Pentachlorobiphenyl",Ground Water,Upper Valley,0,ug/L,,Pre
35139,2/26/2019,2019,2,26,FFIC-Jones Basin,alpha-Chlordane,Ground Water,Upper Valley,0,ug/L,,Pre
35140,2/26/2019,2019,2,26,FFIC-Jones Basin,Tetrachlorvinphos,Ground Water,Upper Valley,0,ug/L,,Pre
35141,2/26/2019,2019,2,26,FFIC-Jones Basin,Pyrene,Ground Water,Upper Valley,0,ug/L,,Pre
35142,2/26/2019,2019,2,26,FFIC-Jones Basin,Butachlor,Ground Water,Upper Valley,0,ug/L,,Pre
35143,2/26/2019,2019,2,26,FFIC-Jones Basin,Endosulfan I,Ground Water,Upper Valley,0,ug/L,,Pre
35144,2/26/2019,2019,2,26,FFIC-Jones Basin,g-Chlordane,Ground Water,Upper Valley,0,ug/L,,Pre
35145,2/26/2019,2019,2,26,FFIC-Jones Basin,trans-Nonachlor-chlordane,Ground Water,Upper Valley,0,ug/L,,Pre
35146,2/26/2019,2019,2,26,FFIC-Jones Basin,Napropamide(Devrinol),Ground Water,Upper Valley,0,ug/L,,Pre
35147,2/26/2019,2019,2,26,FFIC-Jones Basin,Tricyclazole (Beam),Ground Water,Upper Valley,0,ug/L,,Pre
35148,2/26/2019,2019,2,26,FFIC-Jones Basin,"4,4'-DDE",Ground Water,Upper Valley,0,ug/L,,Pre
35149,2/26/2019,2019,2,26,FFIC-Jones Basin,Dieldrin,Ground Water,Upper Valley,0,ug/L,,Pre
35150,2/26/2019,2019,2,26,FFIC-Jones Basin,"2,2'4,4'5,6'Hexachlorobiphenyl",Ground Water,Upper Valley,0,ug/L,,Pre
35151,2/26/2019,2019,2,26,FFIC-Jones Basin,Endrin,Ground Water,Upper Valley,0,ug/L,2,Pre
35152,2/26/2019,2019,2,26,FFIC-Jones Basin,Chlorobenzilate,Ground Water,Upper Valley,0,ug/L,,Pre
35153,2/26/2019,2019,2,26,FFIC-Jones Basin,Endosulfan II,Ground Water,Upper Valley,0,ug/L,,Pre
35154,2/26/2019,2019,2,26,FFIC-Jones Basin,"4,4'-DDD",Ground Water,Upper Valley,0,ug/L,,Pre
35155,2/26/2019,2019,2,26,FFIC-Jones Basin,Endrin aldehyde,Ground Water,Upper Valley,0,ug/L,,Pre
35156,2/26/2019,2019,2,26,FFIC-Jones Basin,Norflurazon,Ground Water,Upper Valley,0,ug/L,,Pre
35157,2/26/2019,2019,2,26,FFIC-Jones Basin,Endosulfan Sulfate,Ground Water,Upper Valley,0,ug/L,,Pre
35158,2/26/2019,2019,2,26,FFIC-Jones Basin,Butylbenzylphthalate,Ground Water,Upper Valley,0,ug/L,,Pre
35159,2/26/2019,2019,2,26,FFIC-Jones Basin,"4,4'-DDT",Ground Water,Upper Valley,0,ug/L,,Pre
35160,2/26/2019,2019,2,26,FFIC-Jones Basin,Hexazinone (Velpar),Ground Water,Upper Valley,0,ug/L,,Pre
35161,2/26/2019,2019,2,26,FFIC-Jones Basin,Di(2-ethylhexyl)adipate,Ground Water,Upper Valley,0,ug/L,40,Pre
35162,2/26/2019,2019,2,26,FFIC-Jones Basin,Benzo(a)anthracene,Ground Water,Upper Valley,0,ug/L,,Pre
35163,2/26/2019,2019,2,26,FFIC-Jones Basin,Chrysene,Ground Water,Upper Valley,0,ug/L,,Pre
35164,2/26/2019,2019,2,26,FFIC-Jones Basin,"2,2',3,3'4,4',6-Heptachlorobip",Ground Water,Upper Valley,0,ug/L,,Pre
35165,2/26/2019,2019,2,26,FFIC-Jones Basin,Methoxychlor,Ground Water,Upper Valley,0,ug/L,40,Pre
35166,2/26/2019,2019,2,26,FFIC-Jones Basin,"2,2',3,3'4,5',6,6'-Octachlorob",Ground Water,Upper Valley,0,ug/L,,Pre
35167,2/26/2019,2019,2,26,FFIC-Jones Basin,bis(2-ethylhexyl)phthalate,Ground Water,Upper Valley,0,ug/L,,Pre
35168,2/26/2019,2019,2,26,FFIC-Jones Basin,Fenarimaol,Ground Water,Upper Valley,0,ug/L,,Pre
35169,2/26/2019,2019,2,26,FFIC-Jones Basin,Permethrin,Ground Water,Upper Valley,0,ug/L,,Pre
35170,2/26/2019,2019,2,26,FFIC-Jones Basin,Benzo(b)fluoranthene,Ground Water,Upper Valley,0,ug/L,,Pre
35171,2/26/2019,2019,2,26,FFIC-Jones Basin,Benzo(k)fluoranthene,Ground Water,Upper Valley,0,ug/L,,Pre
35172,2/26/2019,2019,2,26,FFIC-Jones Basin,Benzo(a)pyrene,Ground Water,Upper Valley,0,ug/L,0.2,Pre
35173,2/26/2019,2019,2,26,FFIC-Jones Basin,Fluridone,Ground Water,Upper Valley,0,ug/L,,Pre
35174,2/26/2019,2019,2,26,FFIC-Jones Basin,"Indeno(1,2,3-cd)pyrene",Ground Water,Upper Valley,0,ug/L,,Pre
35175,2/26/2019,2019,2,26,FFIC-Jones Basin,"Dibenz(a,h)anthracene",Ground Water,Upper Valley,0,ug/L,,Pre
35176,2/26/2019,2019,2,26,FFIC-Jones Basin,"Benzo(g,h,i)perylene",Ground Water,Upper Valley,0,ug/L,,Pre
35177,2/26/2019,2019,2,26,FFIC-Jones Basin,Total Phosphorus,Ground Water,Upper Valley,0.02,mg/L,,Pre
35178,2/26/2019,2019,2,26,FFIC-Jones Basin,"Nitrogen, Nitrate-Nitrite",Ground Water,Upper Valley,1.5,mg/L,,Pre
35179,2/26/2019,2019,2,26,FFIC-Jones Basin,Fluoride,Ground Water,Upper Valley,0.311,mg/L,4,Pre
35180,2/26/2019,2019,2,26,FFIC-Jones Basin,Chloride,Ground Water,Upper Valley,8.58,mg/L,,Pre
35181,2/26/2019,2019,2,26,FFIC-Jones Basin,Sulfate,Ground Water,Upper Valley,37.2,mg/L,,Pre
35182,2/26/2019,2019,2,26,FFIC-Jones Basin,Calcium,Ground Water,Upper Valley,63,mg/L,,Pre
35183,2/26/2019,2019,2,26,FFIC-Jones Basin,Magnesium,Ground Water,Upper Valley,14,mg/L,,Pre
35184,2/26/2019,2019,2,26,FFIC-Jones Basin,Potassium,Ground Water,Upper Valley,2.2,mg/L,,Pre
35185,2/26/2019,2019,2,26,FFIC-Jones Basin,Sodium,Ground Water,Upper Valley,9.4,mg/L,,Pre
35186,2/26/2019,2019,2,26,FFIC-Jones Basin,"Alkalinity, Bicarbonate",Ground Water,Upper Valley,189,mg/L,,Pre
35187,2/26/2019,2019,2,26,FFIC-Jones Basin,Total Coliform,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35188,2/26/2019,2019,2,26,FFIC-Jones Basin,E. coli,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35189,2/26/2019,2019,2,26,FFIC-Jones Basin,Total Coliform,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35190,2/26/2019,2019,2,26,FFIC-Jones Basin,E. coli,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35191,2/26/2019,2019,2,26,FFIC-Jones Basin,Total Coliform,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35192,2/26/2019,2019,2,26,FFIC-Jones Basin,E. coli,Ground Water,Upper Valley,0,MPN/100mL,,Pre
35193,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dichloroprop,Ground Water,Lower Valley ,0,ug/L,,Pre
35194,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4-D",Ground Water,Lower Valley ,0,ug/L,70,Pre
35195,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pentachlorophenol,Ground Water,Lower Valley ,0,ug/L,1,Pre
35196,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dicamba,Ground Water,Lower Valley ,0,ug/L,,Pre
35197,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4,5-TP (Silvex)",Ground Water,Lower Valley ,0,ug/L,50,Pre
35198,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chloramben,Ground Water,Lower Valley ,0,ug/L,,Pre
35199,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4,5-T",Ground Water,Lower Valley ,0,ug/L,,Pre
35200,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4-DB",Ground Water,Lower Valley ,0,ug/L,,Pre
35201,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dinoseb,Ground Water,Lower Valley ,0,ug/L,7,Pre
35202,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Bentazon,Ground Water,Lower Valley ,0,ug/L,,Pre
35203,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Picloram,Ground Water,Lower Valley ,0,ug/L,500,Pre
35204,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Acifluorfen,Ground Water,Lower Valley ,0,ug/L,,Pre
35205,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dalapon,Ground Water,Lower Valley ,0,ug/L,200,Pre
35206,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"3,5-Dichlorobenzoic acid",Ground Water,Lower Valley ,0,ug/L,,Pre
35207,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Isophorone,Ground Water,Lower Valley ,0,ug/L,,Pre
35208,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Hexachlorocyclopentadiene,Ground Water,Lower Valley ,0,ug/L,50,Pre
35209,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,EPTC,Ground Water,Lower Valley ,0,ug/L,,Pre
35210,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Mevinphos,Ground Water,Lower Valley ,0,ug/L,,Pre
35211,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dichlorovos,Ground Water,Lower Valley ,0,ug/L,,Pre
35212,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Butylate,Ground Water,Lower Valley ,0,ug/L,,Pre
35213,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Vernolate,Ground Water,Lower Valley ,0,ug/L,,Pre
35214,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dimethyl-phthalate,Ground Water,Lower Valley ,0,ug/L,,Pre
35215,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pebulate,Ground Water,Lower Valley ,0,ug/L,,Pre
35216,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Etridiazole,Ground Water,Lower Valley ,0,ug/L,,Pre
35217,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,6-Dinitrotoluene",Ground Water,Lower Valley ,0,ug/L,,Pre
35218,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chloroneb,Ground Water,Lower Valley ,0,ug/L,,Pre
35219,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Acenaphthylene,Ground Water,Lower Valley ,0,ug/L,,Pre
35220,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,2-Chlorobiphenyl,Ground Water,Lower Valley ,0,ug/L,,Pre
35221,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Tebuthiuron,Ground Water,Lower Valley ,0,ug/L,,Pre
35222,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4-Dinitrotoluene",Ground Water,Lower Valley ,0,ug/L,,Pre
35223,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Molinate,Ground Water,Lower Valley ,0,ug/L,,Pre
35224,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Diethylphthalate,Ground Water,Lower Valley ,0,ug/L,,Pre
35225,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Fluorene,Ground Water,Lower Valley ,0,ug/L,,Pre
35226,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Propachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
35227,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Ethoprop,Ground Water,Lower Valley ,0,ug/L,,Pre
35228,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Cycloate,Ground Water,Lower Valley ,0,ug/L,,Pre
35229,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chlorpropham,Ground Water,Lower Valley ,0,ug/L,,Pre
35230,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Trifluralin (Treflan),Ground Water,Lower Valley ,0,ug/L,,Pre
35231,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,3-Dichlorobiphenyl",Ground Water,Lower Valley ,0,ug/L,,Pre
35232,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,alpha-BHC,Ground Water,Lower Valley ,0,ug/L,,Pre
35233,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Atraton,Ground Water,Lower Valley ,0,ug/L,,Pre
35234,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Prometon,Ground Water,Lower Valley ,0,ug/L,,Pre
35235,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Hexachlorobenzene,Ground Water,Lower Valley ,0,ug/L,1,Pre
35236,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Simazine (Princep),Ground Water,Lower Valley ,0,ug/L,4,Pre
35237,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Atrazine,Ground Water,Lower Valley ,0,ug/L,3,Pre
35238,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Propazine,Ground Water,Lower Valley ,0,ug/L,,Pre
35239,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,beta-BHC,Ground Water,Lower Valley ,0,ug/L,,Pre
35240,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pentachlorophenol,Ground Water,Lower Valley ,0,ug/L,1,Pre
35241,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,gamma-BHC (Linda,Ground Water,Lower Valley ,0,ug/L,,Pre
35242,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pronamide,Ground Water,Lower Valley ,0,ug/L,,Pre
35243,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Diazinon,Ground Water,Lower Valley ,0,ug/L,,Pre
35244,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Phenanthrene,Ground Water,Lower Valley ,0,ug/L,,Pre
35245,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Anthracene,Ground Water,Lower Valley ,0,ug/L,,Pre
35246,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Methyl Paraoxon,Ground Water,Lower Valley ,0,ug/L,,Pre
35247,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Terbacil,Ground Water,Lower Valley ,0,ug/L,,Pre
35248,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,delta-BHC,Ground Water,Lower Valley ,0,ug/L,,Pre
35249,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chlorothalonil,Ground Water,Lower Valley ,0,ug/L,,Pre
35250,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4,5-Trichlorobiphenyl",Ground Water,Lower Valley ,0,ug/L,,Pre
35251,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Metribuzin,Ground Water,Lower Valley ,0,ug/L,,Pre
35252,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Simetryn,Ground Water,Lower Valley ,0,ug/L,,Pre
35253,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Ametryn,Ground Water,Lower Valley ,0,ug/L,,Pre
35254,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Alachlor,Ground Water,Lower Valley ,0,ug/L,2,Pre
35255,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Prometryn,Ground Water,Lower Valley ,0,ug/L,,Pre
35256,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Heptachlor,Ground Water,Lower Valley ,0,ug/L,0.4,Pre
35257,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Terbutryn,Ground Water,Lower Valley ,0,ug/L,,Pre
35258,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Di-n-butylphthalate,Ground Water,Lower Valley ,0,ug/L,,Pre
35259,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Bromacil,Ground Water,Lower Valley ,0,ug/L,,Pre
35260,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Malathion,Ground Water,Lower Valley ,0,ug/L,,Pre
35261,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,2'4,4'-Tetrachlorobiphenyl",Ground Water,Lower Valley ,0,ug/L,,Pre
35262,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Aldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
35263,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Metolachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
35264,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Cyanazine,Ground Water,Lower Valley ,0,ug/L,,Pre
35265,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chloropyrifos (Dursban),Ground Water,Lower Valley ,0,ug/L,,Pre
35266,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Triadimefon,Ground Water,Lower Valley ,0,ug/L,,Pre
35267,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,DCPA,Ground Water,Lower Valley ,0,ug/L,,Pre
35268,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,MGK-264,Ground Water,Lower Valley ,0,ug/L,,Pre
35269,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Diphenamid,Ground Water,Lower Valley ,0,ug/L,,Pre
35270,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Heptachlor epoxi,Ground Water,Lower Valley ,0,ug/L,,Pre
35271,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,2',3'4,6-Pentachlorobiphenyl",Ground Water,Lower Valley ,0,ug/L,,Pre
35272,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,alpha-Chlordane,Ground Water,Lower Valley ,0,ug/L,,Pre
35273,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Tetrachlorvinphos,Ground Water,Lower Valley ,0,ug/L,,Pre
35274,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pyrene,Ground Water,Lower Valley ,0,ug/L,,Pre
35275,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Butachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
35276,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Endosulfan I,Ground Water,Lower Valley ,0,ug/L,,Pre
35277,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,g-Chlordane,Ground Water,Lower Valley ,0,ug/L,,Pre
35278,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,trans-Nonachlor-chlordane,Ground Water,Lower Valley ,0,ug/L,,Pre
35279,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Napropamide(Devrinol),Ground Water,Lower Valley ,0,ug/L,,Pre
35280,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Tricyclazole (Beam),Ground Water,Lower Valley ,0,ug/L,,Pre
35281,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"4,4'-DDE",Ground Water,Lower Valley ,0,ug/L,,Pre
35282,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dieldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
35283,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,2'4,4'5,6'Hexachlorobiphenyl",Ground Water,Lower Valley ,0,ug/L,,Pre
35284,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Endrin,Ground Water,Lower Valley ,0,ug/L,2,Pre
35285,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chlorobenzilate,Ground Water,Lower Valley ,0,ug/L,,Pre
35286,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Endosulfan II,Ground Water,Lower Valley ,0,ug/L,,Pre
35287,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"4,4'-DDD",Ground Water,Lower Valley ,0,ug/L,,Pre
35288,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Endrin aldehyde,Ground Water,Lower Valley ,0,ug/L,,Pre
35289,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Norflurazon,Ground Water,Lower Valley ,0,ug/L,,Pre
35290,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Endosulfan Sulfate,Ground Water,Lower Valley ,0,ug/L,,Pre
35291,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Butylbenzylphthalate,Ground Water,Lower Valley ,0,ug/L,,Pre
35292,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"4,4'-DDT",Ground Water,Lower Valley ,0,ug/L,,Pre
35293,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Hexazinone (Velpar),Ground Water,Lower Valley ,0,ug/L,,Pre
35294,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Di(2-ethylhexyl)adipate,Ground Water,Lower Valley ,0,ug/L,40,Pre
35295,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Benzo(a)anthracene,Ground Water,Lower Valley ,0,ug/L,,Pre
35296,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chrysene,Ground Water,Lower Valley ,0,ug/L,,Pre
35297,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,2',3,3'4,4',6-Heptachlorobip",Ground Water,Lower Valley ,0,ug/L,,Pre
35298,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Methoxychlor,Ground Water,Lower Valley ,0,ug/L,40,Pre
35299,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,2',3,3'4,5',6,6'-Octachlorob",Ground Water,Lower Valley ,0,ug/L,,Pre
35300,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,bis(2-ethylhexyl)phthalate,Ground Water,Lower Valley ,4.2,ug/L,,Pre
35301,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Fenarimaol,Ground Water,Lower Valley ,0,ug/L,,Pre
35302,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Permethrin,Ground Water,Lower Valley ,0,ug/L,,Pre
35303,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Benzo(b)fluoranthene,Ground Water,Lower Valley ,0,ug/L,,Pre
35304,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Benzo(k)fluoranthene,Ground Water,Lower Valley ,0,ug/L,,Pre
35305,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Benzo(a)pyrene,Ground Water,Lower Valley ,0,ug/L,0.2,Pre
35306,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Fluridone,Ground Water,Lower Valley ,0,ug/L,,Pre
35307,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"Indeno(1,2,3-cd)pyrene",Ground Water,Lower Valley ,0,ug/L,,Pre
35308,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"Dibenz(a,h)anthracene",Ground Water,Lower Valley ,0,ug/L,,Pre
35309,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"Benzo(g,h,i)perylene",Ground Water,Lower Valley ,0,ug/L,,Pre
35310,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,0.022,mg/L,,Pre
35311,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,19.5,mg/L,,Pre
35312,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,Pre
35313,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,0.585,mg/L,10,Pre
35314,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Sulfate,Ground Water,Lower Valley ,37.1,mg/L,,Pre
35315,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,38,mg/L,,Pre
35316,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,16,mg/L,,Pre
35317,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,4.4,mg/L,,Pre
35318,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,20,mg/L,,Pre
35319,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"Alkalinity, Bicarbonate",Ground Water,Lower Valley ,144,mg/L,,Pre
35320,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Total Coliform,Ground Water,Lower Valley ,1,MPN/100mL,,Pre
35321,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,E. coli,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
35322,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dalapon,Ground Water,Lower Valley ,0,ug/L,200,During
35323,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"3,5-Dichlorobenzoic acid",Ground Water,Lower Valley ,0,ug/L,,During
35324,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dicamba,Ground Water,Lower Valley ,0,ug/L,,During
35325,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dichloroprop,Ground Water,Lower Valley ,0,ug/L,,During
35326,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4-D",Ground Water,Lower Valley ,0,ug/L,70,During
35327,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Pentachlorophenol,Ground Water,Lower Valley ,0,ug/L,1,During
35328,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4,5-TP (Silvex)",Ground Water,Lower Valley ,0,ug/L,50,During
35329,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Chloramben,Ground Water,Lower Valley ,0,ug/L,,During
35330,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4,5-T",Ground Water,Lower Valley ,0,ug/L,,During
35331,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,"2,4-DB",Ground Water,Lower Valley ,0,ug/L,,During
35332,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Dinoseb,Ground Water,Lower Valley ,0,ug/L,7,During
35333,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Bentazon,Ground Water,Lower Valley ,0,ug/L,,During
35334,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Picloram,Ground Water,Lower Valley ,0,ug/L,500,During
35335,3/5/2019,2019,3,5,AFRD2-MP31 Basin ,Acifluorfen,Ground Water,Lower Valley ,0,ug/L,,During
