,Date,year,month,day,Site,Compound,Source,Location,Result,Units,MCL,Timing
1,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,36,mg/L,,Pre
2,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,19,mg/L,,Pre
3,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,14,mg/L,,Pre
4,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,4.4,mg/L,,Pre
5,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,18.5,mg/L,,Pre
6,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Bicarbonate,Ground Water,Lower Valley ,114,mg/L,,Pre
7,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,0.52,mg/L,10,Pre
8,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,Pre
9,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,0,mg/L,,Pre
10,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Total Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
11,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Fecal Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
12,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,E. coli,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
13,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,EDB,Ground Water,Lower Valley ,0,ug/L,,Pre
14,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,DBCP,Ground Water,Lower Valley ,0,ug/L,,Pre
15,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Alachlor,Ground Water,Lower Valley ,0,ug/L,2,Pre
16,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Atrazine,Ground Water,Lower Valley ,0,ug/L,3,Pre
17,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Simazine,Ground Water,Lower Valley ,0,ug/L,4,Pre
18,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chlordane,Ground Water,Lower Valley ,0,ug/L,2,Pre
19,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endrin,Ground Water,Lower Valley ,0,ug/L,2,Pre
20,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor,Ground Water,Lower Valley ,0,ug/L,0.4,Pre
21,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor epoxide,Ground Water,Lower Valley ,0,ug/L,0.2,Pre
22,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorobenzene,Ground Water,Lower Valley ,0,ug/L,1,Pre
23,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorocyclopentadiene,Ground Water,Lower Valley ,0,ug/L,50,Pre
24,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Lindane,Ground Water,Lower Valley ,0,ug/L,2,Pre
25,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methoxychlor,Ground Water,Lower Valley ,0,ug/L,40,Pre
26,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Toxaphene,Ground Water,Lower Valley ,0,ug/L,3,Pre
27,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,PCBs,Ground Water,Lower Valley ,0,ug/L,,Pre
28,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dalapon,Ground Water,Lower Valley ,0,ug/L,200,Pre
29,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dinoseb,Ground Water,Lower Valley ,0,ug/L,7,Pre
30,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Pentachlorophenol,Ground Water,Lower Valley ,0,ug/L,1,Pre
31,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Picloram,Ground Water,Lower Valley ,0,ug/L,500,Pre
32,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-D",Ground Water,Lower Valley ,0,ug/L,70,Pre
33,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4,5-TP (Silvex)",Ground Water,Lower Valley ,0,ug/L,50,Pre
34,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Benzo[a]pyrene,Ground Water,Lower Valley ,0,ug/L,,Pre
35,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)adipate,Ground Water,Lower Valley ,0,ug/L,40,Pre
36,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)phthalate,Ground Water,Lower Valley ,0,ug/L,6,Pre
37,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbofuran,Ground Water,Lower Valley ,0,ug/L,40,Pre
38,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Oxamyl,Ground Water,Lower Valley ,0,ug/L,,Pre
39,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Glyphosate,Ground Water,Lower Valley ,0,ug/L,700,Pre
40,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endothall,Ground Water,Lower Valley ,0,ug/L,100,Pre
41,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Diquat,Ground Water,Lower Valley ,0,ug/L,20,Pre
42,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Butachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
43,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metolachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
44,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metribuzin,Ground Water,Lower Valley ,0,ug/L,,Pre
45,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
46,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dieldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
47,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Propachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
48,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dicamba,Ground Water,Lower Valley ,0,ug/L,,Pre
49,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb,Ground Water,Lower Valley ,0,ug/L,,Pre
50,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfone,Ground Water,Lower Valley ,0,ug/L,,Pre
51,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfoxide,Ground Water,Lower Valley ,0,ug/L,,Pre
52,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbaryl,Ground Water,Lower Valley ,0,ug/L,,Pre
53,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,3-Hydroxycarbofuran,Ground Water,Lower Valley ,0,ug/L,,Pre
54,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methomyl,Ground Water,Lower Valley ,0,ug/L,,Pre
55,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-DB",Ground Water,Lower Valley ,0,ug/L,,Pre
56,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,75,mg/L,,Pre
57,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,19,mg/L,,Pre
58,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,22,mg/L,,Pre
59,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,4.1,mg/L,,Pre
60,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,20.7,mg/L,,Pre
61,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Bicarbonate,Ground Water,Lower Valley ,118,mg/L,,Pre
62,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,0.71,mg/L,10,Pre
63,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,Pre
64,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,1.21,mg/L,,Pre
65,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,EDB,Ground Water,Lower Valley ,0,ug/L,,Pre
66,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,DBCP,Ground Water,Lower Valley ,0,ug/L,,Pre
67,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Alachlor,Ground Water,Lower Valley ,0,ug/L,2,Pre
68,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Atrazine,Ground Water,Lower Valley ,0,ug/L,3,Pre
69,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Simazine,Ground Water,Lower Valley ,0,ug/L,4,Pre
70,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chlordane,Ground Water,Lower Valley ,0,ug/L,2,Pre
71,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endrin,Ground Water,Lower Valley ,0,ug/L,2,Pre
72,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor,Ground Water,Lower Valley ,0,ug/L,0.4,Pre
73,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor epoxide,Ground Water,Lower Valley ,0,ug/L,0.2,Pre
74,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorobenzene,Ground Water,Lower Valley ,0,ug/L,1,Pre
75,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorocyclopentadiene,Ground Water,Lower Valley ,0,ug/L,50,Pre
76,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Lindane,Ground Water,Lower Valley ,0,ug/L,2,Pre
77,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methoxychlor,Ground Water,Lower Valley ,0,ug/L,40,Pre
78,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Toxaphene,Ground Water,Lower Valley ,0,ug/L,3,Pre
79,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,PCBs,Ground Water,Lower Valley ,0,ug/L,,Pre
80,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dalapon,Ground Water,Lower Valley ,0,ug/L,200,Pre
81,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dinoseb,Ground Water,Lower Valley ,0,ug/L,7,Pre
82,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Pentachlorophenol,Ground Water,Lower Valley ,0,ug/L,1,Pre
83,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Picloram,Ground Water,Lower Valley ,0,ug/L,500,Pre
84,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-D",Ground Water,Lower Valley ,0,ug/L,70,Pre
85,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4,5-TP (Silvex)",Ground Water,Lower Valley ,0,ug/L,50,Pre
86,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Benzo[a]pyrene,Ground Water,Lower Valley ,0,ug/L,,Pre
87,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)adipate,Ground Water,Lower Valley ,0,ug/L,40,Pre
88,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)phthalate,Ground Water,Lower Valley ,0,ug/L,6,Pre
89,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbofuran,Ground Water,Lower Valley ,0,ug/L,40,Pre
90,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Oxamyl,Ground Water,Lower Valley ,0,ug/L,,Pre
91,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Glyphosate,Ground Water,Lower Valley ,0,ug/L,700,Pre
92,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endothall,Ground Water,Lower Valley ,0,ug/L,100,Pre
93,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Diquat,Ground Water,Lower Valley ,0,ug/L,20,Pre
94,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Butachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
95,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metolachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
96,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metribuzin,Ground Water,Lower Valley ,0,ug/L,,Pre
97,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
98,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dieldrin,Ground Water,Lower Valley ,0,ug/L,,Pre
99,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Propachlor,Ground Water,Lower Valley ,0,ug/L,,Pre
100,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dicamba,Ground Water,Lower Valley ,0,ug/L,,Pre
101,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb,Ground Water,Lower Valley ,0,ug/L,,Pre
102,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfone,Ground Water,Lower Valley ,0,ug/L,,Pre
103,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfoxide,Ground Water,Lower Valley ,0,ug/L,,Pre
104,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbaryl,Ground Water,Lower Valley ,0,ug/L,,Pre
105,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,3-Hydroxycarbofuran,Ground Water,Lower Valley ,0,ug/L,,Pre
106,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methomyl,Ground Water,Lower Valley ,0,ug/L,,Pre
107,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-DB",Ground Water,Lower Valley ,0,ug/L,,Pre
108,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Calcium,Surface Water,Lower Valley ,40,mg/L,,During
109,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Sodium,Surface Water,Lower Valley ,18,mg/L,,During
110,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Magnesium,Surface Water,Lower Valley ,15,mg/L,,During
111,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Potassium,Surface Water,Lower Valley ,4.9,mg/L,,During
112,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chloride,Surface Water,Lower Valley ,19.7,mg/L,,During
113,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Bicarbonate,Surface Water,Lower Valley ,12,mg/L,,During
114,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrate as N,Surface Water,Lower Valley ,1.37,mg/L,10,During
115,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Nitrite as N,Surface Water,Lower Valley ,0,mg/L,1,During
116,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Total Phosphorus,Surface Water,Lower Valley ,0.3,mg/L,,During
117,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Total Coliform,Surface Water,Lower Valley ,2419,MPN/100mL,,During
118,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Fecal Coliform,Surface Water,Lower Valley ,615,MPN/100mL,,During
119,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,E. coli,Surface Water,Lower Valley ,498,MPN/100mL,,During
120,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,EDB,Surface Water,Lower Valley ,0,ug/L,,During
121,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,DBCP,Surface Water,Lower Valley ,0,ug/L,,During
122,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Alachlor,Surface Water,Lower Valley ,0,ug/L,2,During
123,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Atrazine,Surface Water,Lower Valley ,0,ug/L,3,During
124,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Simazine,Surface Water,Lower Valley ,0,ug/L,4,During
125,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Chlordane,Surface Water,Lower Valley ,0,ug/L,2,During
126,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endrin,Surface Water,Lower Valley ,0,ug/L,2,During
127,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor,Surface Water,Lower Valley ,0,ug/L,0.4,During
128,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Heptachlor epoxide,Surface Water,Lower Valley ,0,ug/L,0.2,During
129,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorobenzene,Surface Water,Lower Valley ,0,ug/L,1,During
130,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Hexachlorocyclopentadiene,Surface Water,Lower Valley ,0,ug/L,50,During
131,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Lindane,Surface Water,Lower Valley ,0,ug/L,2,During
132,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methoxychlor,Surface Water,Lower Valley ,0,ug/L,40,During
133,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Toxaphene,Surface Water,Lower Valley ,0,ug/L,3,During
134,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,PCBs,Surface Water,Lower Valley ,0,ug/L,,During
135,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dalapon,Surface Water,Lower Valley ,0,ug/L,200,During
136,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dinoseb,Surface Water,Lower Valley ,0,ug/L,7,During
137,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Pentachlorophenol,Surface Water,Lower Valley ,0,ug/L,1,During
138,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Picloram,Surface Water,Lower Valley ,0,ug/L,500,During
139,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-D",Surface Water,Lower Valley ,0,ug/L,70,During
140,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4,5-TP (Silvex)",Surface Water,Lower Valley ,0,ug/L,50,During
141,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Benzo[a]pyrene,Surface Water,Lower Valley ,0,ug/L,,During
142,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)adipate,Surface Water,Lower Valley ,0,ug/L,40,During
143,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Di(2-ethylhexyl)phthalate,Surface Water,Lower Valley ,0,ug/L,6,During
144,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbofuran,Surface Water,Lower Valley ,0,ug/L,40,During
145,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Oxamyl,Surface Water,Lower Valley ,0,ug/L,,During
146,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Glyphosate,Surface Water,Lower Valley ,0,ug/L,700,During
147,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Endothall,Surface Water,Lower Valley ,0,ug/L,100,During
148,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Diquat,Surface Water,Lower Valley ,0,ug/L,20,During
149,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Butachlor,Surface Water,Lower Valley ,0,ug/L,,During
150,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metolachlor,Surface Water,Lower Valley ,0,ug/L,,During
151,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Metribuzin,Surface Water,Lower Valley ,0,ug/L,,During
152,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldrin,Surface Water,Lower Valley ,0,ug/L,,During
153,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dieldrin,Surface Water,Lower Valley ,0,ug/L,,During
154,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Propachlor,Surface Water,Lower Valley ,0,ug/L,,During
155,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Dicamba,Surface Water,Lower Valley ,0,ug/L,,During
156,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb,Surface Water,Lower Valley ,0,ug/L,,During
157,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfone,Surface Water,Lower Valley ,0,ug/L,,During
158,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Aldicarb Sulfoxide,Surface Water,Lower Valley ,0,ug/L,,During
159,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Carbaryl,Surface Water,Lower Valley ,0,ug/L,,During
160,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,3-Hydroxycarbofuran,Surface Water,Lower Valley ,0,ug/L,,During
161,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,Methomyl,Surface Water,Lower Valley ,0,ug/L,,During
162,10/28/2014,2014,10,28,AFRD2-MP31 Basin ,"2,4-DB",Surface Water,Lower Valley ,0,ug/L,,During
163,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Calcium,Surface Water,Lower Valley ,29,mg/L,,During
164,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sodium,Surface Water,Lower Valley ,26,mg/L,,During
165,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Magnesium,Surface Water,Lower Valley ,15,mg/L,,During
166,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Potassium,Surface Water,Lower Valley ,5.6,mg/L,,During
167,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Chloride,Surface Water,Lower Valley ,27.3,mg/L,,During
168,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Bicarbonate,Surface Water,Lower Valley ,124,mg/L,,During
169,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sulfate,Surface Water,Lower Valley ,53.3,mg/L,,During
170,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrate as N,Surface Water,Lower Valley ,0.56,mg/L,10,During
171,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrite as N,Surface Water,Lower Valley ,0,mg/L,1,During
172,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Phosphorus,Surface Water,Lower Valley ,0,mg/L,,During
173,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Coliform,Surface Water,Lower Valley ,91,MPN/100mL,,During
174,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Fecal Coliform,Surface Water,Lower Valley ,4,MPN/100mL,,During
175,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,E. coli,Surface Water,Lower Valley ,4,MPN/100mL,,During
176,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,28,mg/L,,During
177,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,18,mg/L,,During
178,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,13,mg/L,,During
179,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,4.2,mg/L,,During
180,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,18.3,mg/L,,During
181,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Bicarbonate,Ground Water,Lower Valley ,126,mg/L,,During
182,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sulfate,Ground Water,Lower Valley ,36.6,mg/L,,During
183,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,0.55,mg/L,10,During
184,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,During
185,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,0,mg/L,,During
186,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,During
187,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Fecal Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,During
188,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,E. coli,Ground Water,Lower Valley ,0,MPN/100mL,,During
189,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,35,mg/L,,Pre
190,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,30,mg/L,,Pre
191,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,15,mg/L,,Pre
192,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,4.1,mg/L,,Pre
193,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,34.8,mg/L,,Pre
194,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Bicarbonate,Ground Water,Lower Valley ,110,mg/L,,Pre
195,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Sulfate,Ground Water,Lower Valley ,65.8,mg/L,,Pre
196,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,1.03,mg/L,10,Pre
197,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,Pre
198,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,0,mg/L,,Pre
199,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Total Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
200,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,Fecal Coliform,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
201,12/10/2014,2014,12,10,AFRD2-MP31 Basin ,E. coli,Ground Water,Lower Valley ,0,MPN/100mL,,Pre
202,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,34,mg/L,,Post
203,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,19,mg/L,,Post
204,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,17,mg/L,,Post
205,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,5.3,mg/L,,Post
206,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,18.8,mg/L,,Post
207,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Bicarbonate,Ground Water,Lower Valley ,120,mg/L,,Post
208,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Sulfate,Ground Water,Lower Valley ,34.1,mg/L,,Post
209,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Nitrate as N,Ground Water,Lower Valley ,0.52,mg/L,10,Post
210,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Nitrite as N,Ground Water,Lower Valley ,0,mg/L,1,Post
211,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Total Phosphorus,Ground Water,Lower Valley ,0,mg/L,,Post
212,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Calcium,Ground Water,Lower Valley ,42,mg/L,,During
213,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Sodium,Ground Water,Lower Valley ,28,mg/L,,During
214,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Magnesium,Ground Water,Lower Valley ,20,mg/L,,During
215,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Potassium,Ground Water,Lower Valley ,5.5,mg/L,,During
216,1/13/2015,2015,1,13,AFRD2-MP31 Basin ,Chloride,Ground Water,Lower Valley ,29.2,mg/L,,During
